"Producto,""Creado el"",""Valor unitario"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:34:53"",""0.0"""
"ANILLO BOMBE (1) (17),""2025-10-23 15:41:18"",""0.0"""
"Prueba,""2025-10-30 12:39:34"",""0.0"""
"[103737] SCRAP BEAUTY 7990,""2026-04-08 13:08:29"",""1464.8300000000002"""
"[104746] ANILLO PIEDRA CUBIC (14) (17, NEGRO/TRANSPARENTE),""2026-04-08 13:19:39"",""27268.75078752739"""
"[101702] TARJETERO ARIES BIFAZ (NEGRO),""2026-04-08 13:34:41"",""1651.24"""
"[101703] TARJETERO ARIES BIFAZ (VERDE),""2026-04-08 13:34:41"",""1651.24"""
"[103748] SCRAP HOME 19990,""2026-04-08 13:37:56"",""3664.83"""
"[103749] SCRAP HOME 2990,""2026-04-08 13:37:58"",""548.163"""
"[103750] SCRAP HOME 29990,""2026-04-08 13:38:00"",""5498.170000000001"""
"[103751] SCRAP HOME 3990,""2026-04-08 13:38:01"",""731.5"""
"[103752] SCRAP HOME 4990,""2026-04-08 13:38:03"",""914.8299999999999"""
"[103754] SCRAP HOME 6990,""2026-04-08 13:38:05"",""1281.5"""
"[103758] SCRAP MARRO CHICA 14990,""2026-04-08 13:41:49"",""2748.170000000001"""
"[103762] SCRAP MARRO CHICA 6990,""2026-04-08 13:41:54"",""1281.5"""
"[103763] SCRAP MARRO CHICA 7990,""2026-04-08 13:41:55"",""1331.6699999999998"""
"[105079] SCRAP MARRO CHICA 990,""2026-04-08 13:42:01"",""181.50000000000003"""
"[103769] SCRAP MARRO GRANDE 29990,""2026-04-08 13:47:47"",""5498.17"""
"[103770] SCRAP MARRO GRANDE 34990,""2026-04-08 13:47:48"",""6414.829999999999"""
"[105061] BILLETERA GAEL (NEGRO),""2026-04-08 15:37:50"",""0.0"""
"[105062] BILLETERA GAEL (TABACO),""2026-04-08 15:37:50"",""0.0"""
"[102498] PULSERA DIAMANTADA,""2026-04-08 18:41:13"",""8047.30866239869"""
"[100894] CARTERA VERA (NAPOLE, MUSGO),""2026-04-09 10:03:37"",""0.0"""
"[103148] PORTALENTES NOLE (LINEA FRUNCES) (BRIDGE, MALBEC),""2026-04-09 13:49:10"",""5783.47"""
"[103145] PORTALENTES NOLE (LINEA FRUNCES) (NAPADO, ROJO),""2026-04-09 13:49:10"",""5783.47"""
"[103147] PORTALENTES NOLE (LINEA FRUNCES) (NAPADO, CARAMELO),""2026-04-09 13:49:10"",""5783.47"""
"[101241] PHONEBAG TANIA (BRIDGE, CARAMELO),""2026-04-09 16:05:13"",""7436.359999999999"""
"[101243] PHONEBAG TANIA (BRIDGE, ROJO),""2026-04-09 16:05:13"",""7436.36"""
"[101244] PHONEBAG TANIA (BRIDGE, TABACO),""2026-04-09 16:05:13"",""7436.359999999999"""
"[101250] PHONEBAG TANIA (GAMUZA, VESUBIO),""2026-04-09 16:05:13"",""7436.36"""
"[101248] PHONEBAG TANIA (GAMUZA, OLIVE),""2026-04-09 16:05:13"",""7436.36"""
"[105223] PULSERA TUBO CUERO CUBOS MULTI (NEGRO),""2026-04-09 18:57:50"",""10881.35"""
"[100772] CINTURON RUS (M-L, MARRON ROJIZO),""2026-04-10 09:54:44"",""6940.5"""
"[100769] CINTURON RUS (S-M, BEIGE),""2026-04-10 09:54:44"",""6940.5"""
"[100770] CINTURON RUS (M-L, BEIGE),""2026-04-10 09:54:44"",""6940.5"""
"[102993] CINTURON FLORA (1) (S-M, BEIGE),""2026-04-10 11:02:18"",""8262.81"""
"[102994] CINTURON FLORA (1) (M-L, BEIGE),""2026-04-10 11:02:18"",""8262.81"""
"[100969] LLAVERO INICIALES (NAPADO, AZUL),""2026-04-10 11:09:22"",""2147.11"""
"[100971] LLAVERO INICIALES (NAPADO, NEGRO),""2026-04-10 11:09:22"",""2147.11"""
"[100972] LLAVERO INICIALES (NAPADO, ROJO),""2026-04-10 11:09:22"",""2147.11"""
"[100973] LLAVERO INICIALES (NAPADO, SUELA),""2026-04-10 11:09:22"",""2147.11"""
"[100974] LLAVERO INICIALES (NAPADO, TABACO),""2026-04-10 11:09:22"",""2147.11"""
"[100975] LLAVERO INICIALES (NAPADO, VERDE),""2026-04-10 11:09:22"",""2147.11"""
"[100970] LLAVERO INICIALES (NAPADO, MALBEC),""2026-04-10 11:09:22"",""2147.11"""
"[100900] INDIVIDUAL CURVO (NAPADO, SUELA),""2026-04-10 12:49:18"",""5948.759999999999"""
"[100910] INDIVIDUAL RECTO (NAPADO, SUELA),""2026-04-10 12:50:56"",""5948.76"""
"[101705] TARJETERO BILL (BRIDGE, CARAMELO),""2026-04-10 13:28:40"",""3634.7100000000005"""
"[101706] TARJETERO BILL (BRIDGE, NEGRO),""2026-04-10 13:28:40"",""3634.7100000000005"""
"[101709] TARJETERO BILL (BRIDGE, TABACO),""2026-04-10 13:28:40"",""3634.71"""
"[101717] TARJETERO BILL (MODENA, VERDE),""2026-04-10 13:28:40"",""3634.71"""
"[101444] PORTAPASAPORTE CHESTER (BRIDGE, MALBEC),""2026-04-10 13:50:06"",""2808.26"""
"[102216] CADENA FORCET FACETADA LARGA 0.3 (45),""2026-04-10 16:03:02"",""6409.604388698542"""
"[101153] MONEDERO LUISA (BRIDGE, MALBEC),""2026-04-10 16:18:26"",""10907.44"""
"[101155] MONEDERO LUISA (BRIDGE, ROJO),""2026-04-10 16:18:26"",""10907.44"""
"[101156] MONEDERO LUISA (BRIDGE, TABACO),""2026-04-10 16:18:26"",""10907.44"""
"[101152] MONEDERO LUISA (BRIDGE, CARAMELO),""2026-04-10 16:18:26"",""10907.44"""
"[102805] ARO ARGOLLA PIEDRA CUBIC (7) (UN),""2026-04-11 15:22:59"",""8022.142229047272"""
"[102605] DIJE INICIAL (2) (P),""2026-04-11 18:42:05"",""5146.995978596909"""
"[103766] SCRAP MARRO GRANDE 14990,""2026-04-11 20:49:28"",""2748.17"""
"[103767] SCRAP MARRO GRANDE 19990,""2026-04-11 20:49:30"",""3664.830000000001"""
"[101457] PORTAPASAPORTE CHESTER BIFAZ (AZUL/SUELA),""2026-04-12 11:52:21"",""2808.26"""
"[101141] MONEDERO GRACE (BRIDGE, ROJO),""2026-04-13 09:39:10"",""4461.16"""
"[105079] SCRAP MARRO CHICA 990,""2026-04-13 11:12:10"",""181.50000000000003"""
"[102995] CINTURON FLORA (2) (S-M, BEIGE),""2026-04-13 11:53:12"",""0.0"""
"[102996] CINTURON FLORA (2) (M-L, BEIGE),""2026-04-13 11:53:12"",""0.0"""
"[102983] CARTUCHERA PU (GAMUZA, AZUL),""2026-04-13 12:57:52"",""1355.805"""
"[103004] COLALESS (XS),""2026-04-13 13:01:12"",""364.83333333333337"""
"[103005] COLALESS (S),""2026-04-13 13:01:38"",""364.8333333333333"""
"[103009] VEDETINA (S),""2026-04-13 13:02:46"",""364.83333333333337"""
"[103014] CULOTTE (M),""2026-04-13 13:09:20"",""364.83333333333337"""
"[103000] BOMBACHA NIÑA (4/5),""2026-04-13 13:16:40"",""364.83333333333337"""
"[103004] COLALESS (XS),""2026-04-13 13:16:41"",""364.83333333333337"""
"[103014] CULOTTE (M),""2026-04-13 13:16:44"",""364.83333333333337"""
"[103018] MEDIAS ADULTO X 2,""2026-04-13 13:16:45"",""658.1671428571427"""
"[103548] CARTUCHERA PU (PU, AZUL),""2026-04-13 13:19:00"",""1355.805"""
"[103525] CARTUCHERA JANA (NEGRO),""2026-04-13 13:19:01"",""1047.2"""
"[103533] CARTUCHERA LUNA (PU, GRIS),""2026-04-13 13:19:04"",""1780.515"""
"[103622] PORTACOSMETICOS UMA (CRUDO),""2026-04-13 13:19:10"",""1551.83"""
"[103477] CADENA LETRA (A, DORADO),""2026-04-13 14:46:51"",""237.79"""
"[103733] SCRAP BEAUTY 3990,""2026-04-13 20:15:28"",""731.5"""
"[103734] SCRAP BEAUTY 4990,""2026-04-13 20:16:15"",""914.83"""
"[103733] SCRAP BEAUTY 3990,""2026-04-13 20:18:19"",""731.5"""
"[103734] SCRAP BEAUTY 4990,""2026-04-13 20:18:21"",""914.8300000000002"""
"[103751] SCRAP HOME 3990,""2026-04-13 20:18:24"",""731.5"""
"[103762] SCRAP MARRO CHICA 6990,""2026-04-13 20:18:27"",""1281.5"""
"[100632] CHOMBA POLO NAOS (2XL, BLANCO),""2026-04-14 15:23:15"",""11568.6"""
"[101023] MEDIAS DE VESTIR 472 (1 (38-41)),""2026-04-14 15:23:17"",""824.7940000000001"""
"[101518] REMERA AMADEO (M, NEGRO),""2026-04-14 15:23:20"",""8262.81"""
"[100865] GORRO VEGA (AZUL MARINO),""2026-04-14 15:23:25"",""4130.58"""
"[105009] ANILLO INICIAL (1) (19, V),""2026-04-14 15:50:54"",""38798.55591059602"""
"[101978] ANILLO INICIAL (1) (17, V),""2026-04-14 15:51:04"",""35316.3728769084"""
"[105008] ANILLO INICIAL (1) (16, V),""2026-04-14 15:51:45"",""36951.00562913907"""
"[104993] ANILLO INICIAL (1) (14, N),""2026-04-14 15:54:03"",""34204.647102649"""
"[104159] ARO PASANTE BOLITA NEGRO 8 MM ,""2026-04-14 16:05:30"",""234.94799999999995"""
"[103704] PULSERA REGULABLE CUENTAS C/ DIJE MANITO ROJO,""2026-04-14 16:05:54"",""391.29999999999995"""
"[103922] SET X6 GOMITAS CLASICOS/BRILLOS,""2026-04-14 16:06:38"",""206.34000000000003"""
"[103712] PULSERA REGULABLE MOSTACILLA C/ MANITO NEGRO/CELESTE,""2026-04-14 16:06:53"",""421.41"""
"[103018] MEDIAS ADULTO X 2,""2026-04-14 16:07:44"",""658.1671428571428"""
"[103731] RIÑONERA FLAT (NEGRO TRAMA),""2026-04-14 16:08:04"",""2417.8"""
"[103693] PULSERA HILO TRENZADO REGULABLE C/ MANITO CELESTE,""2026-04-14 16:08:19"",""391.30000000000024"""
"[104143] ARO PASANTE CHISPA ENGARZADO VARIAS PUNTAS DORADO 10 MM,""2026-04-14 16:08:54"",""195.08666666666667"""
"[103378] ARO PASANTE GOTA GRANDE (PLATEADO),""2026-04-14 16:09:46"",""496.66999999999996"""
"[103473] BROCHE GRANDE MATE ROSA,""2026-04-14 16:10:30"",""344.08000000000004"""
"[101815] TOTE IRUYA (NAPADO, SUELA),""2026-04-15 09:46:03"",""16527.27"""
"[101808] TOTE CACHI  (NAPADO, MALBEC),""2026-04-15 09:47:15"",""16527.27"""
"[100520] CARTERA INES (BRIDGE, MALBEC),""2026-04-15 09:48:22"",""25618.180000000004"""
"[101815] TOTE IRUYA (NAPADO, SUELA),""2026-04-15 09:49:16"",""16527.27"""
"[103187] CARTERA VERA (NOBUCK, CAFE),""2026-04-15 09:50:18"",""29750.41"""
"[104184] TOTE TILCARA (MALBEC),""2026-04-15 09:51:11"",""16527.27"""
"[101812] TOTE IRUYA (NAPADO, CARAMELO),""2026-04-15 09:52:23"",""16527.27"""
"[101807] TOTE CACHI  (NAPADO, CARAMELO),""2026-04-15 09:53:04"",""16527.27"""
"[103171] BANDOLERA JADE (LINEA FRUNCES) (NAPADO, SUELA),""2026-04-15 09:54:00"",""11568.6"""
"[100584] CARTERA MINI EMMA (NAPADO, MALBEC),""2026-04-15 09:56:05"",""21485.95"""
"[101490] PORTAVINO TANDIL (BRIDGE, MALBEC),""2026-04-15 09:57:11"",""10742.15"""
"[100157] BILLETERA COPAHUE (NAPADO, NEGRO),""2026-04-15 13:39:41"",""11568.6"""
"[100200] BILLETERA LUCA (NAPADO, NEGRO),""2026-04-15 13:40:18"",""8262.81"""
"[102940] COLLAR CADENA VENECIANA CON DIJE PIEDRA CUBIC GEOMETRICO,""2026-04-15 14:04:29"",""19411.20587591723"""
"[101388] PORTALENTES LUZ (BRIDGE, NEGRO),""2026-04-15 14:05:27"",""2312.4"""
"[101974] ANILLO INICIAL (1) (17, N),""2026-04-15 14:30:12"",""0.0"""
"[101981] ANILLO INICIAL (1) (18, V),""2026-04-15 14:30:12"",""0.0"""
"[103086] ANILLO INICIAL (1) (16, N),""2026-04-15 14:30:12"",""0.0"""
"[104990] ANILLO INICIAL (1) (11, N),""2026-04-15 14:30:12"",""0.0"""
"[104992] ANILLO INICIAL (1) (13, N),""2026-04-15 14:30:12"",""0.0"""
"[104993] ANILLO INICIAL (1) (14, N),""2026-04-15 14:30:12"",""0.0"""
"[104994] ANILLO INICIAL (1) (15, N),""2026-04-15 14:30:12"",""0.0"""
"[104995] ANILLO INICIAL (1) (18, N),""2026-04-15 14:30:12"",""0.0"""
"[104996] ANILLO INICIAL (1) (20, N),""2026-04-15 14:30:12"",""0.0"""
"[104997] ANILLO INICIAL (1) (21, N),""2026-04-15 14:30:12"",""0.0"""
"[104998] ANILLO INICIAL (1) (22, N),""2026-04-15 14:30:12"",""0.0"""
"[104999] ANILLO INICIAL (1) (23, N),""2026-04-15 14:30:12"",""0.0"""
"[105000] ANILLO INICIAL (1) (24, N),""2026-04-15 14:30:12"",""0.0"""
"[105002] ANILLO INICIAL (1) (9, N),""2026-04-15 14:30:12"",""0.0"""
"[105004] ANILLO INICIAL (1) (12, V),""2026-04-15 14:30:12"",""0.0"""
"[105005] ANILLO INICIAL (1) (13, V),""2026-04-15 14:30:12"",""0.0"""
"[105006] ANILLO INICIAL (1) (14, V),""2026-04-15 14:30:12"",""0.0"""
"[105007] ANILLO INICIAL (1) (15, V),""2026-04-15 14:30:12"",""0.0"""
"[105009] ANILLO INICIAL (1) (19, V),""2026-04-15 14:30:12"",""0.0"""
"[105011] ANILLO INICIAL (1) (21, V),""2026-04-15 14:30:12"",""0.0"""
"[105013] ANILLO INICIAL (1) (23, V),""2026-04-15 14:30:12"",""0.0"""
"[101978] ANILLO INICIAL (1) (17, V),""2026-04-15 14:30:12"",""0.0"""
"[103753] SCRAP HOME 5990,""2026-04-15 15:49:20"",""1098.17"""
"[103755] SCRAP HOME 7990,""2026-04-15 15:49:22"",""1464.8300000000002"""
"[103756] SCRAP HOME 8990,""2026-04-15 15:49:23"",""1648.1699999999996"""
"[103757] SCRAP HOME 9990,""2026-04-15 15:49:25"",""1831.5"""
"[103759] SCRAP MARRO CHICA 3990,""2026-04-15 16:07:21"",""731.5"""
"[103760] SCRAP MARRO CHICA 4990,""2026-04-15 16:07:23"",""914.8369999999999"""
"[103761] SCRAP MARRO CHICA 5990,""2026-04-15 16:07:24"",""1098.17"""
"[103762] SCRAP MARRO CHICA 6990,""2026-04-15 16:07:26"",""1281.5"""
"[103169] BANDOLERA JADE (LINEA FRUNCES) (NAPADO, MALBEC),""2026-04-16 09:23:39"",""11568.6"""
"[102265] DIJE CRUZ (4),""2026-04-16 12:49:31"",""4288.480368549513"""
"[101771] TARJETERO NEW KENNY (BRIDGE, MALBEC),""2026-04-16 13:02:12"",""10742.15"""
"[101774] TARJETERO NEW KENNY (BRIDGE, TABACO),""2026-04-16 13:02:12"",""10742.15"""
"[101770] TARJETERO NEW KENNY (BRIDGE, CARAMELO),""2026-04-16 13:02:12"",""10742.15"""
"[101539] REMERA DANA (M, HUESO),""2026-04-16 14:30:58"",""8262.81"""
"[102801] ARO ARGOLLA OVAL (UN),""2026-04-16 15:04:26"",""5593.9807852024105"""
"[102505] ARO ARGOLLA (2) (UN),""2026-04-16 15:20:28"",""2081.460981077498"""
"[103378] ARO PASANTE GOTA GRANDE (PLATEADO),""2026-04-16 20:12:39"",""496.66999999999996"""
"[103806] SET PASANTES PRESION PERLA DORADO,""2026-04-16 20:12:44"",""421.40999999999997"""
"[103865] SET X3 ANILLOS PERLITA/MANO/CORAZONES PLATEADO,""2026-04-16 20:12:45"",""692.29"""
"[100892] ARMA TU LOOK (CARITAS TRANSPARENTES FLUO),""2026-04-16 20:16:19"",""273.17"""
"[103270] ARMA TU LOOK (LETRAS BYN CUBO NEGRO),""2026-04-16 20:16:21"",""273.17"""
"[103495] CADENA LETRA (F, PLATEADO),""2026-04-16 20:16:23"",""237.79"""
"[100892] ARMA TU LOOK (CARITAS TRANSPARENTES FLUO),""2026-04-16 20:18:34"",""273.17"""
"[103908] SET X4 OREJITAS C/ ESTRELLAS NARANJA/BLANCO,""2026-04-16 20:25:38"",""139.35"""
"[103474] BROCHE GRANDE MATE VERDE,""2026-04-16 20:25:45"",""344.08"""
"[103905] SET X4 MINI GOMITAS RAYADAS C/ BOLITAS,""2026-04-16 20:25:47"",""133.98"""
"[103928] SET X6 HEBILLAS NEGRO,""2026-04-16 20:25:53"",""251.44999999999996"""
"[103859] SET X2 PULSERAS CRISTAL ROMBO VIOLETA/GRIS,""2026-04-16 20:28:55"",""489.87"""
"[103922] SET X6 GOMITAS CLASICOS/BRILLOS,""2026-04-16 20:28:57"",""206.34000000000003"""
"[103774] SCRAP PELO 1990,""2026-04-16 20:33:18"",""364.837"""
"[103775] SCRAP PELO 2990,""2026-04-16 20:33:20"",""548.1630000000001"""
"[103477] CADENA LETRA (A, DORADO),""2026-04-16 20:44:07"",""237.79"""
"[103472] BROCHE GRANDE MATE CRUDO,""2026-04-16 20:44:09"",""344.08"""
"[102235] CADENA ROLO 0.25 (40),""2026-04-17 11:39:57"",""0.0"""
"[102236] CADENA ROLO 0.25 (45),""2026-04-17 11:39:57"",""0.0"""
"[102237] CADENA ROLO 0.25 (50),""2026-04-17 11:39:57"",""0.0"""
"[102238] CADENA ROLO 0.4 (40),""2026-04-17 11:39:57"",""0.0"""
"[102240] CADENA ROLO 0.4 (50),""2026-04-17 11:39:57"",""0.0"""
"[102203] CADENA FORCET FACETADA 0.4 (40),""2026-04-17 11:39:57"",""0.0"""
"[102204] CADENA FORCET FACETADA 0.4 (45),""2026-04-17 11:39:57"",""0.0"""
"[102205] CADENA FORCET FACETADA 0.4 (50),""2026-04-17 11:39:57"",""0.0"""
"[102242] CADENA VALERIA REDONDA 0.6,""2026-04-17 11:39:57"",""0.0"""
"[102245] CADENA VENECIANA Nº 2 (45),""2026-04-17 11:39:57"",""0.0"""
"[102246] CADENA VENECIANA Nº 2 (50),""2026-04-17 11:39:57"",""0.0"""
"[102194] CADENA ESPIGA 0.45,""2026-04-17 11:39:57"",""0.0"""
"[102304] PULSERA ESPIGA 0.45 (18),""2026-04-17 11:39:57"",""0.0"""
"[102363] PULSERA VALERIA REDONDA 0.4 (18),""2026-04-17 11:39:57"",""0.0"""
"[102364] PULSERA VALERIA REDONDA 0.4 (19.5),""2026-04-17 11:39:57"",""0.0"""
"[102197] CADENA FORCET 0.35 (40),""2026-04-17 11:39:57"",""0.0"""
"[102198] CADENA FORCET 0.35 (45),""2026-04-17 11:39:57"",""0.0"""
"[102199] CADENA FORCET 0.35 (50),""2026-04-17 11:39:57"",""0.0"""
"[102236] CADENA ROLO 0.25 (45),""2026-04-17 11:40:22"",""0.0"""
"[102237] CADENA ROLO 0.25 (50),""2026-04-17 11:40:22"",""0.0"""
"[102240] CADENA ROLO 0.4 (50),""2026-04-17 11:40:22"",""0.0"""
"[102204] CADENA FORCET FACETADA 0.4 (45),""2026-04-17 11:40:22"",""0.0"""
"[102205] CADENA FORCET FACETADA 0.4 (50),""2026-04-17 11:40:22"",""0.0"""
"[102246] CADENA VENECIANA Nº 2 (50),""2026-04-17 11:40:22"",""0.0"""
"[102197] CADENA FORCET 0.35 (40),""2026-04-17 11:40:22"",""0.0"""
"[102198] CADENA FORCET 0.35 (45),""2026-04-17 11:40:22"",""0.0"""
"[105072] PULSERA FORCET FACETADA 2.5 (19.5),""2026-04-17 11:55:18"",""0.0"""
"[105074] PULSERA FORCET FACETADA 2.5 (21),""2026-04-17 11:55:18"",""0.0"""
"[105075] CADENA FORCET FACETADA 2.5 (50),""2026-04-17 11:55:18"",""0.0"""
"[105076] CADENA FORCET FACETADA 2.5 (55),""2026-04-17 11:55:18"",""0.0"""
"[105077] CADENA FORCET FACETADA 2.5 (60),""2026-04-17 11:55:18"",""0.0"""
"[105078] CADENA FORCET FACETADA 2.5 (70),""2026-04-17 11:55:18"",""0.0"""
"[102216] CADENA FORCET FACETADA LARGA 0.3 (45),""2026-04-17 14:06:08"",""6409.604388698542"""
"[102227] CADENA GRUMET DIAMANTADA 0.35 (40),""2026-04-17 14:07:12"",""10038.708729188547"""
"[103767] SCRAP MARRO GRANDE 19990,""2026-04-17 14:15:52"",""3664.830000000001"""
"[103772] SCRAP MARRO GRANDE 44990,""2026-04-17 14:16:12"",""8248.17"""
"[103771] SCRAP MARRO GRANDE 39990,""2026-04-17 14:16:15"",""7331.5"""
"[103770] SCRAP MARRO GRANDE 34990,""2026-04-17 14:16:17"",""6414.829999999999"""
"[103769] SCRAP MARRO GRANDE 29990,""2026-04-17 14:16:19"",""5498.17"""
"[103768] SCRAP MARRO GRANDE 24990,""2026-04-17 14:16:21"",""4581.5"""
"[103766] SCRAP MARRO GRANDE 14990,""2026-04-17 14:16:22"",""2748.17"""
"[100251] BOLSO TUBO GRANDE (BRIDGE, CARAMELO),""2026-04-17 15:09:56"",""71072.73"""
"[101934] ANILLO DOS LETRAS (13, LC),""2026-04-17 22:03:44"",""86638.31262532562"""
"[100742] CINTURON PANAMA (120, AZUL),""2026-04-18 11:54:23"",""8593.39"""
"[101362] PORTALAPTOP MILTON (BRIDGE, TABACO),""2026-04-18 17:00:17"",""12395.04"""
"[101139] MONEDERO GRACE (BRIDGE, MALBEC),""2026-04-19 16:37:31"",""4461.16"""
"[101140] MONEDERO GRACE (BRIDGE, NEGRO),""2026-04-19 16:37:31"",""4461.16"""
"[101443] PORTAPASAPORTE CHESTER (BRIDGE, CARAMELO),""2026-04-19 16:37:31"",""2808.26"""
"[101692] TARJETERO ARIES (BRIDGE, TABACO),""2026-04-19 16:37:31"",""1651.2400000000005"""
"[105081] MONEDERO GRACE (NAPADO, CARAMELO),""2026-04-19 16:37:31"",""4461.16"""
"[105224] PULSERA TUBO CUERO BARRITA (MARRON),""2026-04-20 11:48:37"",""21239.15"""
"[104364] MOCASIN DESI (36, ARENA),""2026-04-20 13:11:06"",""0.0"""
"[104365] MOCASIN DESI (36, BEIGE),""2026-04-20 13:11:06"",""0.0"""
"[104366] MOCASIN DESI (36, MARRON),""2026-04-20 13:11:06"",""0.0"""
"[104367] MOCASIN DESI (37, ARENA),""2026-04-20 13:11:06"",""0.0"""
"[104368] MOCASIN DESI (37, BEIGE),""2026-04-20 13:11:06"",""0.0"""
"[104369] MOCASIN DESI (37, MARRON),""2026-04-20 13:11:06"",""0.0"""
"[104370] MOCASIN DESI (38, ARENA),""2026-04-20 13:11:06"",""0.0"""
"[104371] MOCASIN DESI (38, BEIGE),""2026-04-20 13:11:06"",""0.0"""
"[104372] MOCASIN DESI (38, MARRON),""2026-04-20 13:11:06"",""0.0"""
"[104373] MOCASIN DESI (39, ARENA),""2026-04-20 13:11:06"",""0.0"""
"[104374] MOCASIN DESI (39, BEIGE),""2026-04-20 13:11:06"",""0.0"""
"[104375] MOCASIN DESI (39, MARRON),""2026-04-20 13:11:06"",""0.0"""
"[104376] MOCASIN DESI (40, ARENA),""2026-04-20 13:11:06"",""0.0"""
"[104377] MOCASIN DESI (40, BEIGE),""2026-04-20 13:11:06"",""0.0"""
"[104378] MOCASIN DESI (40, MARRON),""2026-04-20 13:11:06"",""0.0"""
"[104456] MOCASIN PENNY JULIA (CUERO, 36, NEGRO),""2026-04-20 13:11:06"",""0.0"""
"[104457] MOCASIN PENNY JULIA (CUERO, 36, RUBI),""2026-04-20 13:11:06"",""0.0"""
"[104458] MOCASIN PENNY JULIA (CUERO, 37, NEGRO),""2026-04-20 13:11:06"",""0.0"""
"[104459] MOCASIN PENNY JULIA (CUERO, 37, RUBI),""2026-04-20 13:11:06"",""0.0"""
"[104460] MOCASIN PENNY JULIA (CUERO, 38, NEGRO),""2026-04-20 13:11:06"",""0.0"""
"[104461] MOCASIN PENNY JULIA (CUERO, 38, RUBI),""2026-04-20 13:11:06"",""0.0"""
"[104462] MOCASIN PENNY JULIA (CUERO, 39, NEGRO),""2026-04-20 13:11:06"",""0.0"""
"[104463] MOCASIN PENNY JULIA (CUERO, 39, RUBI),""2026-04-20 13:11:06"",""0.0"""
"[104464] MOCASIN PENNY JULIA (CUERO, 40, NEGRO),""2026-04-20 13:11:06"",""0.0"""
"[104465] MOCASIN PENNY JULIA (CUERO, 40, RUBI),""2026-04-20 13:11:06"",""0.0"""
"[104466] MOCASIN PENNY JULIA (NOBUCK, 36, NUEZ),""2026-04-20 13:11:06"",""0.0"""
"[104467] MOCASIN PENNY JULIA (NOBUCK, 36, GRIS),""2026-04-20 13:11:06"",""0.0"""
"[104468] MOCASIN PENNY JULIA (NOBUCK, 37, NUEZ),""2026-04-20 13:11:06"",""0.0"""
"[104469] MOCASIN PENNY JULIA (NOBUCK, 37, GRIS),""2026-04-20 13:11:06"",""0.0"""
"[104470] MOCASIN PENNY JULIA (NOBUCK, 38, NUEZ),""2026-04-20 13:11:06"",""0.0"""
"[104471] MOCASIN PENNY JULIA (NOBUCK, 38, GRIS),""2026-04-20 13:11:06"",""0.0"""
"[104472] MOCASIN PENNY JULIA (NOBUCK, 39, NUEZ),""2026-04-20 13:11:06"",""0.0"""
"[104473] MOCASIN PENNY JULIA (NOBUCK, 39, GRIS),""2026-04-20 13:11:06"",""0.0"""
"[104474] MOCASIN PENNY JULIA (NOBUCK, 40, NUEZ),""2026-04-20 13:11:06"",""0.0"""
"[104475] MOCASIN PENNY JULIA (NOBUCK, 40, GRIS),""2026-04-20 13:11:06"",""0.0"""
"[104396] MOCASIN ISA (36, BORDO),""2026-04-20 13:58:58"",""0.0"""
"[104397] MOCASIN ISA (36, MARRON),""2026-04-20 13:58:58"",""0.0"""
"[104398] MOCASIN ISA (37, BORDO),""2026-04-20 13:58:58"",""0.0"""
"[104399] MOCASIN ISA (37, MARRON),""2026-04-20 13:58:58"",""0.0"""
"[104400] MOCASIN ISA (38, BORDO),""2026-04-20 13:58:58"",""0.0"""
"[104401] MOCASIN ISA (38, MARRON),""2026-04-20 13:58:58"",""0.0"""
"[104402] MOCASIN ISA (39, BORDO),""2026-04-20 13:58:58"",""0.0"""
"[104403] MOCASIN ISA (39, MARRON),""2026-04-20 13:58:58"",""0.0"""
"[104404] MOCASIN ISA (40, BORDO),""2026-04-20 13:58:58"",""0.0"""
"[104405] MOCASIN ISA (40, MARRON),""2026-04-20 13:58:58"",""0.0"""
"[105431] MOCASIN PENNY BAIA (36, COGNAC),""2026-04-20 14:59:47"",""0.0"""
"[105432] MOCASIN PENNY BAIA (36, CAFE),""2026-04-20 14:59:47"",""0.0"""
"[105433] MOCASIN PENNY BAIA (36, NEGRO),""2026-04-20 14:59:47"",""0.0"""
"[105434] MOCASIN PENNY BAIA (37, COGNAC),""2026-04-20 14:59:47"",""0.0"""
"[105435] MOCASIN PENNY BAIA (37, CAFE),""2026-04-20 14:59:47"",""0.0"""
"[105436] MOCASIN PENNY BAIA (37, NEGRO),""2026-04-20 14:59:47"",""0.0"""
"[105437] MOCASIN PENNY BAIA (38, COGNAC),""2026-04-20 14:59:47"",""0.0"""
"[105438] MOCASIN PENNY BAIA (38, CAFE),""2026-04-20 14:59:47"",""0.0"""
"[105439] MOCASIN PENNY BAIA (38, NEGRO),""2026-04-20 14:59:47"",""0.0"""
"[105440] MOCASIN PENNY BAIA (39, COGNAC),""2026-04-20 14:59:47"",""0.0"""
"[105441] MOCASIN PENNY BAIA (39, CAFE),""2026-04-20 14:59:47"",""0.0"""
"[105442] MOCASIN PENNY BAIA (39, NEGRO),""2026-04-20 14:59:47"",""0.0"""
"[105443] MOCASIN PENNY BAIA (40, COGNAC),""2026-04-20 14:59:47"",""0.0"""
"[105444] MOCASIN PENNY BAIA (40, CAFE),""2026-04-20 14:59:47"",""0.0"""
"[105445] MOCASIN PENNY BAIA (40, NEGRO),""2026-04-20 14:59:47"",""0.0"""
